timestamp,pair,policy,fold,seed,action_index,action_label,position_value,equity,position_value/equity,inventory_units,turnover_this_bar,grid_active,grid_levels_crossed_this_bar
2025-02-07T14:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-07T15:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-07T16:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-07T17:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-07T18:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-07T19:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-07T20:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-07T21:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-07T22:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-07T23:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-08T00:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-08T01:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-08T02:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-08T03:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-08T04:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-08T05:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-08T06:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T07:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T08:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T09:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-08T10:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-08T11:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T12:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T13:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-08T14:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T15:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T16:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T17:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T18:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T19:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T20:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T21:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T22:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-08T23:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T00:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T01:00:00+00:00,BNBUSDT,trained,0,42,1,grid_1,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T02:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T03:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T04:00:00+00:00,BNBUSDT,trained,0,42,1,grid_1,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T05:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T06:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T07:00:00+00:00,BNBUSDT,trained,0,42,1,grid_1,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T08:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T09:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T10:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T11:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T12:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T13:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T14:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T15:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T16:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T17:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T18:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T19:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T20:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T21:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T22:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-09T23:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-10T00:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-10T01:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-10T02:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-10T03:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-10T04:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-10T05:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-10T06:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-10T07:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-10T08:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-10T09:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-10T10:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-10T11:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-10T12:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-10T13:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-10T14:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-10T15:00:00+00:00,BNBUSDT,trained,0,42,1,grid_1,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-10T16:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-10T17:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-10T18:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-10T19:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-10T20:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-10T21:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-10T22:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-10T23:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-11T00:00:00+00:00,BNBUSDT,trained,0,42,9,FLAT,0.0,8535.790680503094,0.0,0.0,0.0,False,0
2025-02-11T01:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T02:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T03:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T04:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T05:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T06:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T07:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T08:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T09:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T10:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T11:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T12:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T13:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T14:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T15:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T16:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T17:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T18:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T19:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T20:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T21:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T22:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-11T23:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T00:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T01:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T02:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T03:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T04:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T05:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T06:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T07:00:00+00:00,BNBUSDT,trained,0,42,1,grid_1,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T08:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T09:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T10:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T11:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T12:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T13:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T14:00:00+00:00,BNBUSDT,trained,0,42,1,grid_1,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T15:00:00+00:00,BNBUSDT,trained,0,42,1,grid_1,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T16:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T17:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T18:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T19:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T20:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T21:00:00+00:00,BNBUSDT,trained,0,42,2,grid_1.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
2025-02-12T21:00:00+00:00,BNBUSDT,trained,0,42,0,grid_0.5,0.0,8535.790680503094,0.0,0.0,0.0,True,0
